商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
海尔（Haier）波轮洗衣机全自动家电 以旧换新 脱水机 内衣除螨洗 9公斤 直驱变频低噪EB90B30Mate1,1299,100万+,,"自营,每满1250-150,赠",https://item.jd.com/100024456533.html,(71万+),(2300+),(2300+),99%
海尔（Haier）波轮洗衣机全自动家电 以旧换新 脱水机 内衣除螨洗 原厂品质 10公斤大容量EB100M30Pro1,1549,100万+,,"自营,券499-30,赠",https://item.jd.com/100039208432.html,(71万+),(2300+),(2300+),99%
海尔（Haier)波轮洗衣机全自动家电 以旧换新 脱水机 直驱10公斤大容量免清洗防筒垢 EMB100B26Mate6U1,2699,50万+,,"自营,满1000-200,赠",https://item.jd.com/100023503972.html,(36万+),(1500+),(1500+),99%
海尔（Haier)波轮洗衣机全自动家电 以旧换新 脱水机直驱10公斤大容量 双动力防缠绕ES100B26Mate6,3099,100万+,,"自营,满1000-200,赠",https://item.jd.com/100023503960.html,(71万+),(2300+),(2300+),99%
海尔（Haier）波轮洗衣机全自动家电 以旧换新 原厂品质 内衣轻柔洗 超净洗顽渍 玻璃上盖 EB100M30Plus2,1549,50万+,,"自营,券499-30,每满1000-300,赠",https://item.jd.com/100039208410.html,(36万+),(1500+),(1500+),99%
海尔（Haier)波轮洗衣机全自动家电 以旧换新脱水机 紫外线内衣除菌 直驱 大容量10公斤EBC100B39Mate7,3599,100万+,,"自营,满2000-400,赠",https://item.jd.com/100035893490.html,(71万+),(2300+),(2300+),99%
海尔（Haier）光等离子洗衣机 10公斤平嵌洗烘一体 彩屏直驱变频 滚筒全自动 智能投放EG100HMATE81SU1,5199,20万+,,"自营,券2000-110,满2000-300,赠",https://item.jd.com/100027946795.html,(19万+),(300+),(300+),99%
海尔（Haier）滚筒洗衣机8KG 超薄家用全自动洗衣机 变频节能巴氏除菌香薰洗护 洗脱一体机大筒径纤美以旧换新,2499,1万+,,自营,https://item.jd.com/100019498122.html,(9300+),(20+),(20+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 超薄564MM BLDC变频 智能预约 健康除菌螨 EG100MATE31S,1999,50万+,,"自营,赠",https://item.jd.com/100020753809.html,(42万+),(1000+),(1000+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 超薄大筒径 1.1高洗净比 巴氏除菌 智能投放 XQG100-BD14126L,3299,5万+,,"自营,满1000-200,赠",https://item.jd.com/100014784511.html,(3.9万+),(70+),(70+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 超薄平嵌 光等离子极光系列 直驱变频电机 100-B14376LU1,5699,5万+,,"自营,赠",https://item.jd.com/100030150389.html,(3.9万+),(70+),(70+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 智能投放 晶彩屏平嵌超薄564mm 除菌螨 以旧换新 EG100MATE62S,3199,50万+,,"自营,满2000-300,赠",https://item.jd.com/100030150373.html,(42万+),(1000+),(1000+),99%
海尔（Haier)滚筒洗衣机全自动 10公斤大容量BLDC变频电机1.08高洗净比健康除菌螨以旧换新EG100MATE2S,1999,50万+,,"自营,券499-30,满1799-200,赠",https://item.jd.com/100011192173.html,(42万+),(1000+),(1000+),99%
海尔（Haier)滚筒洗衣机全自动 10公斤大容量BLDC变频电机1.08高洗净比健康除菌螨以旧换新EG100MATE2S,1999,50万+,,自营,https://item.jd.com/100011192173.html,(42万+),(1000+),(1000+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量洗烘一体 蒸汽除菌 1.08高洗净比 BLDC变频以旧换新 XQG100-HB106C,2499,20万+,,自营,https://item.jd.com/100013724559.html,(19万+),(300+),(300+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量洗烘一体 蒸汽除菌 1.08高洗净比 BLDC变频以旧换新 XQG100-HB106C,2469,20万+,,"自营,券499-30,满2369-200,赠",https://item.jd.com/100013724559.html,(19万+),(300+),(300+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤洗烘一体大容量 BLDC变频 超薄564mm 蒸汽除菌螨 EG100HMATE31S,2359,20万+,,"自营,赠",https://item.jd.com/100036262202.html,(19万+),(300+),(300+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤直驱变频 智能投放 晶彩触控屏 高温除菌满 以旧换新 EG100MATE8SU1,4099,5万+,,"自营,满2000-300,赠",https://item.jd.com/100012927307.html,(100+),0,0,98%
海尔（Haier）滚筒洗衣机全自动 10公斤直驱变频 智能投放 香薰清新 除菌螨 高温筒自洁 EG100MATE71S,3399,50万+,,"自营,满2000-300,赠",https://item.jd.com/100037153776.html,(42万+),(1000+),(1000+),99%
海尔（Haier）滚筒洗衣机全自动 京东小家智能生态 10公斤大容量直驱变频 智能投放 以旧换新 EG100BDC189SU1,4099,50万+,,"自营,满2000-400,赠",https://item.jd.com/100014325188.html,(42万+),(1000+),(1000+),99%
海尔（Haier）滚筒洗衣机全自动京品家电 10公斤大容量 洗烘一体直驱变频 智能投放 以旧换新 EG100HPLUS7SU1,4499,20万+,,"自营,满2000-400,赠",https://item.jd.com/100024317972.html,(19万+),(300+),(300+),99%
海尔(Haier)海尔全自动波轮洗衣机家用出租大容量防缠绕智能预约自编程羊毛羽绒洗以旧换新洗脱一体 【店长推荐】10公斤直驱变频+除螨洗I智能自编程,1599,5000+,,"免邮,券199-30,满1088-100",https://item.jd.com/10034430937458.html,(2400+),(10+),(10+),98%
海尔（Haier）精华洗洗衣机 10公斤大容量 大筒径超薄平嵌 变频电机智能投放 滚筒全自动 EG100MATESL6,4299,50万+,,"自营,券2000-110,满2000-300,赠",https://item.jd.com/100028942709.html,(42万+),(1000+),(1000+),99%
海尔（Haier）精华洗洗衣机 10公斤洗烘一体 超薄大筒径 智能投放滚筒全自动 京品家电 100HPLUSSL6U1,5099,20万+,,"自营,券2000-110,满2000-300,赠",https://item.jd.com/100028942711.html,(19万+),(300+),(300+),99%
海尔（Haier）全自动洗衣机10公斤直驱变频波轮洗脱一体智能预约一键操作家用大容量XQB100-BZ206,1349,1万+,,自营,https://item.jd.com/100033294788.html,(4400+),(30+),(30+),98%
海尔（Haier）洗烘套装 1.08洗净比10Kg滚筒洗衣机全自动+负离子热泵烘干机家用组合 EG100MATE3S+EHG100MATE3S,6299,50万+,,自营,https://item.jd.com/100021301858.html,(42万+),(1000+),(1000+),99%
海尔（Haier）洗烘一体洗衣机带烘干 全自动10公斤大容量变频滚筒洗衣机 除菌空气洗双淋喷 香薰洗超大烘干容量,2399,1万+,,自营,https://item.jd.com/100011244329.html,(9300+),(20+),(20+),99%
海尔(Haier)洗衣机全自动10KG波轮洗衣机家用大容量直驱变频一级能效自编程筒自洁XQB100-BZ206,1399,500+,,自营,https://item.jd.com/100046854581.html,(100+),-2,-2,96%
海尔（Haier）洗衣机全自动波轮8公斤家用租房神器宿舍节能健康桶自洁智能称重漂甩合一Mate1,889,10万+,,"免邮,券50-10,满200-40",https://item.jd.com/30496316952.html,(7.2万+),(200+),(200+),99%
海尔(Haier)洗衣机全自动滚筒8KG家用大容量一级能效变频节能高温桶自洁消毒除菌洗脱一体EG80B08W,1549,100+,,"自营,厂商配送",https://item.jd.com/100048841553.html,(20+),0,0,100%
海尔（Haier）洗衣机全自动滚筒洗衣机变频家用10公斤大容量香薰抑味双重除菌洗衣机智能预约健康桶自洁,1899,1万+,,"自营,厂商配送,券1500-100",https://item.jd.com/100016299497.html,(5400+),(20+),(20+),99%
海尔（Haier）洗衣机直驱变频滚筒全自动10公斤家用大容量洗脱一体机巴氏除菌除螨专利双喷淋,2799,5000+,,"自营,厂商配送,券2000-100",https://item.jd.com/100039180364.html,(3100+),(10+),(10+),98%
海尔（Haier）纤美洗烘套装 10Kg滚筒洗衣机全自动+双擎热泵烘干机家用 一键智洗 静筒柔烘 EG100MATE81SU1组合,10499,20万+,,"自营,满5000-500",https://item.jd.com/100028781745.html,(19万+),(300+),(300+),99%
海尔（Haier）纤美洗烘套装 10Kg滚筒洗衣机全自动+双擎热泵烘干机家用 一键智洗 静筒柔烘 EG100MATE81SU1组合,10499,20万+,,"自营,满5000-500",https://item.jd.com/100028781745.html,(100+),0,0,98%
海尔10KG双动力波轮洗衣机全自动家用大容量直驱变频防缠绕一级能效智能预约羊毛洗XQS100-BZ3288,2499,5000+,,自营,https://item.jd.com/100033444635.html,(2400+),(10+),(10+),98%
海尔半自动洗衣机双缸双桶9公斤KG大容量家用双净力老式波轮双电机强力去污 XPB90-1127HS,749,500+,,自营,https://item.jd.com/100050545759.html,(200+),-1,-1,99%
海尔出品（Leader）统帅 8公斤kg波轮洗衣机全自动 浸泡洗 健康桶自洁 漂甩合一 统-帅8公斤@B80M957,769,200+,,自营,https://item.jd.com/100044266425.html,(100+),-1,-1,98%
海尔出品滚筒洗衣机全自动10kg公斤家用变频智能大容量一级能效除菌摇蓝柔洗洗衣机 统帅海尔出品10公斤+变频电机+羊毛洗SE,1599,1000+,,"放心购,满1589-100",https://item.jd.com/10049723387213.html,(300+),-2,-2,98%
海尔出品洗衣机10公斤波轮洗衣机家用大容量全自动洗脱智能预约桶自洁柔护内桶不伤衣 风暴洗去污渍 10公斤+15分钟速洗+羊毛洗+Leader经典款,999,100+,,赠,https://item.jd.com/10064470299850.html,(40+),-1,-1,95%
海尔滚筒洗衣机全自动 10kg公斤变频一级能效 除菌健康筒自洁18分钟大容量 EG100MATE2S,1699,500+,,自营,https://item.jd.com/100041095299.html,(200+),-4,-4,95%
海尔烘干洗衣机全自动洗烘一体10KG公斤大容量除菌除螨一级能效变频滚筒EG100HB108S,2299,5000+,,自营,https://item.jd.com/100018351597.html,(2700+),-8,-8,99%
海尔全自动波轮洗衣机10公斤直驱变频一级能效洗脱一体家用大容量低磨损智能自编程XQB100-BZ206,1349,5000+,,自营,https://item.jd.com/100033294986.html,(2400+),(10+),(10+),98%
海尔全自动洗衣机家用大容量12KG公斤波轮洗脱一体幂动力少缠绕智能称重预约筒自洁 XQB120-F128,1999,200+,,自营,https://item.jd.com/100045846425.html,(50+),0,0,100%
海尔洗衣机15公斤双缸双筒商用家用半自动波轮宾馆酒店工厂大容量 双电机 不锈钢脱水桶XPB150-828S,1699,500+,,自营,https://item.jd.com/100045440487.html,(200+),-1,-1,99%
海信(Hisense) 7公斤滚筒洗衣机超薄嵌入全自动 除菌洗 冷水护色洗 家用小型便捷 HG70DA10 以旧换新,1399,1万+,,"自营,券99-15,每满1000-100",https://item.jd.com/100036417515.html,(5800+),(30+),(30+),98%
海信(Hisense)4.5公斤波轮洗衣机全自动家用洗衣机小型迷你 婴幼洗 快洗 顽渍洗 一键脱水 HB45D128,699,2000+,,"自营,满600-100",https://item.jd.com/10036368078370.html,(500+),-3,-3,99%
海信(Hisense)波轮洗衣机全自动 10公斤升级钛晶灰大容量 家用节能 除螨 免清洗HB100DF56 以旧换新,949,2万+,,"自营,每满600-50",https://item.jd.com/100016364001.html,(9700+),(30+),(30+),98%
海信(Hisense)波轮洗衣机全自动 10公斤升级钛晶灰大容量 家用节能 除螨 免清洗HB100DF56 以旧换新,949,2万+,,自营,https://item.jd.com/100016364001.html,(9700+),(30+),(30+),98%
海信(Hisense)小哈利 波轮洗衣机全自动 3公斤迷你洗衣机小型 婴儿儿童洗衣机 除螨洗HB30D128以旧换新,719,20万+,,"自营,券11-10,每满600-50",https://item.jd.com/100029131321.html,(11万+),(500+),(500+),98%
海信滚筒洗衣机全自动 10公斤家用大容量 超薄 BLDC变频 除菌除螨洗 洗衣机以旧换新 HG100DG12F,1499,1万+,,"自营,券99-15,每满1000-100",https://item.jd.com/100034455720.html,(5800+),(30+),(30+),98%
海信滚筒洗衣机全自动 10公斤家用大容量 超薄 BLDC变频 除菌除螨洗 洗衣机以旧换新 HG100DG12F,1499,1万+,,自营,https://item.jd.com/100034455720.html,(5800+),(30+),(30+),98%
华宝（HUABAO）洗衣机全自动家用大容量波轮小型智能宿舍出租房洗脱一体机 【店长推荐】8.2公斤金色【蓝光洗护+强力去污】,468,1万+,,"京东物流,券100-20",https://item.jd.com/10048423177980.html,(2500+),(30+),(30+),94%
华宝（HUABAO）洗衣机全自动家用大容量波轮小型智能宿舍出租房洗脱一体机 5.5公斤单人使用【蓝光洗护+强力去污】,398,1万+,,券100-20,https://item.jd.com/10048607515056.html,(2500+),(30+),(30+),94%
华凌美的出品 华凌洗衣机 C1W 波轮洗衣机全自动 8公斤 健康桶自洁 租房神器 水电双宽 HB80-C1W,699,10万+,,自营,https://item.jd.com/100039742614.html,(3.4万+),(200+),(200+),98%
华凌全自动滚筒洗衣机 7.2公斤家用大容量40厘米超薄设计双温除菌降噪夜间洗 7.2公斤HG72X1,1299,5000+,,"京东物流,秒杀,免邮",https://item.jd.com/10026420374394.html,(1400+),(10+),(10+),96%
惠而浦(whirlpool) 波轮洗衣机全自动 10公斤大容量 直驱变频电机 轻音节能 以旧换新EWVD114020T,2299,2万+,,"自营,厂商配送,赠",https://item.jd.com/100023801467.html,(1.3万+),(100+),(100+),98%
惠而浦(whirlpool) 波轮洗衣机全自动 8公斤大容量小身材 智能自编程随心洗 以旧换新EWVP112016T,1199,2万+,,"自营,赠",https://item.jd.com/100005469149.html,(1.3万+),(100+),(100+),98%
惠而浦(whirlpool) 波轮洗衣机全自动 9公斤大容量免清洗 直驱变频电机 高效节能 以旧换新 EWVD114018G,1799,2万+,,"自营,赠",https://item.jd.com/100003977998.html,(1.3万+),(100+),(100+),98%
惠而浦（whirlpool）10公斤全自动波轮洗衣机大容量家用 DD直驱变频 仿手洗 【活水漂洗】EWVD114020T火山灰,2299,200+,,"满1000-200,赠",https://item.jd.com/10051353811326.html,(50+),-1,-1,96%
惠而浦（whirlpool）9公斤大容量 直驱变频全自动 多种洗涤功能 波轮洗衣机 EWVD114018G,1599,200+,,自营,https://item.jd.com/100039405505.html,(80+),-1,-1,97%
惠而浦（whirlpool）9公斤大容量 直驱变频全自动 多种洗涤功能 波轮洗衣机 EWVD114018G,1599,200+,,"自营,厂商配送,券1400-200",https://item.jd.com/100039405505.html,(80+),-1,-1,97%
金帅6公斤大容量半自动洗衣机双桶双电机家用波轮脱水一键甩干洗脱两用老人会用XPB60-2668JS,379,1万+,,"自营,厂商配送",https://item.jd.com/100021969872.html,(4800+),(70+),(70+),96%
金帅8.5公斤半自动洗衣机大容量单桶单缸迷你儿童宝宝宿舍婴儿家用单筒 【家用优选】8.5公斤单桶+强力去污+无需安装,298,2000+,,,https://item.jd.com/41385703938.html,(900+),(10+),(10+),96%
金帅8.5公斤波轮洗衣机全自动 家用 大容量带蓝光24小时预约洗中途可添衣一键桶风干XQB85-3669,649,2万+,,"自营,厂商配送",https://item.jd.com/100014512270.html,(1万+),(90+),(90+),97%
金帅大容量10公斤半自动洗衣机双桶双电机家用波轮脱水一键甩干洗脱两用老人会用XPB100-2668S,569,1万+,,自营,https://item.jd.com/100026706586.html,(4800+),(70+),(70+),96%
京品家电LG 纤慧系列 10.5公斤滚筒洗衣机全自动 95℃高温煮洗 565mm超薄机身 智能手洗 白色FLX10N4W,2699,5万+,,"自营,券1500-120,赠",https://item.jd.com/100014449094.html,(2.5万+),(100+),(100+),98%
京品家电松下（Panasonic）白月光洗烘套装 10kg全自动滚筒洗衣机+9kg热泵烘干机家用 五档干衣 免熨烫31JED+EH900W,9499,2000+,,自营,https://item.jd.com/100012232309.html,(1900+),-8,-8,98%
京品家电松下（Panasonic）滚筒洗衣机白色全自动10kg 分类消毒洗15min超快洗 智能全触控屏 强劲变频电机 XQG100-31JED,3699,2万+,,"自营,闪购,券499-10,满1000-200,",https://item.jd.com/100012837619.html,(1.5万+),(100+),(100+),98%
卡萨帝（Casarte）晶彩云裳 滚筒洗衣机全自动10公斤洗烘一体机C1 H10S3CU1微蒸汽空气洗 直驱变频 以旧换新,7299,2万+,,"自营,券3000-300,赠",https://item.jd.com/100033033456.html,(1.3万+),(10+),(10+),99%
卡萨帝（Casarte）纤诺经典洗烘套装10Kg滚筒洗衣机全自动+10Kg家用热泵烘干机组合 C1 10P3U1+CG 10FP3U1,12998,2万+,,"自营,券6000-600",https://item.jd.com/100019363407.html,(1.3万+),(10+),(10+),99%
康佳 8KG 大容量全自动波轮小型洗衣机 租房神器 21分钟快洗 一键脱水 桶自洁风干XQB80-712,699,50万+,,自营,https://item.jd.com/4535332.html,(19万+),(1500+),(1500+),98%
康佳（KONKA）5公斤全自动波轮洗衣机 小型迷你 宿舍租房 老人专用 婴儿儿童宝宝 快速洗XQB50-50D0B,599,20万+,,自营,https://item.jd.com/100013635376.html,(7.5万+),(500+),(500+),98%
康佳（KONKA）7KG波轮洗衣机智能模糊控制全自动波轮小型洗衣机 一键脱水 24小时预约 一键快洗 KB70-J5201,629,50万+,,"自营,每满629-30",https://item.jd.com/100036077377.html,(19万+),(1500+),(1500+),98%
康佳（KONKA）7公斤超薄全自动滚筒洗衣机 宿舍租户小型迷你便捷 90°高温除菌 100%除螨 XQG70-10D01W,1099,5万+,,自营,https://item.jd.com/100019246478.html,(2.7万+),(200+),(200+),97%
康佳（KONKA）8公斤 半自动波轮洗衣机 大容量 双桶双缸 脱水甩干机 家电（白色）XPB80-752S,499,20万+,,自营,https://item.jd.com/700393.html,(15万+),(1300+),(1300+),98%
康佳（KONKA）波轮洗衣机全自动4.5公斤 迷你婴儿小型儿童内衣洗衣机小 22分钟快洗 XQB45-288,529,20万+,,自营,https://item.jd.com/100022563071.html,(7.5万+),(500+),(500+),98%
康佳（KONKA）京品家电 洗衣机10KG全自动波轮洗衣机 24小时预约洗 99%除菌率超薄以旧换新 10KG波轮（100QB7PT）,899,200+,,"自营,满500-150",https://item.jd.com/10062689852260.html,(100+),-2,-2,97%
康佳（KONKA）康佳10公斤波轮洗衣机全自动家用大容量洗脱一体XQB100-12D0B,799,50万+,,自营,https://item.jd.com/100026901480.html,(19万+),(1500+),(1500+),98%
康佳8公斤变频除菌滚筒洗衣机全自动 大小家庭适用 内衣婴儿洗 一级能效 XQG80-BB12D01W,1199,5万+,,自营,https://item.jd.com/100037095188.html,(2.7万+),(200+),(200+),97%
康佳变频除菌除螨全自动滚筒洗衣机 10公斤大容量 一键智慧洗 一级能效 XQG100-BB12581T,1399,5万+,,自营,https://item.jd.com/100036430820.html,(2.7万+),(200+),(200+),97%
康佳变频除菌除螨全自动滚筒洗衣机 10公斤大容量 一键智慧洗 一级能效 XQG100-BM121WKC,1199,5万+,,自营,https://item.jd.com/100026901562.html,(2.7万+),(200+),(200+),97%
美的（Midea） 美的（Midea）波轮洗衣机全自动 9公斤kg家用升级大容量宿舍租房神器内桶免清洗水电双宽以旧换新 MB90VJ58E,899,2万+,,"京东物流,秒杀,免邮,每满890-50",https://item.jd.com/10045096781538.html,(4800+),(50+),(50+),96%
美的（Midea）10公斤波轮洗衣机全自动 家用大容量免清洗喷布水流MB100ECO-H01MH,1049,2000+,,自营,https://item.jd.com/100018945328.html,(600+),-3,-3,98%
美的（Midea）10公斤波轮洗衣机全自动家用智能大容量免清洗喷布水流租房MB100ECO-H01MH,1049,500+,,"自营,厂商配送",https://item.jd.com/100021168925.html,(100+),-2,-2,97%
美的（Midea）10公斤全自动波轮洗衣机大容量免清洗家用租房京品洗衣机MB100ECO-H01MH 10KG免清洗波轮【新品玄武灰】,1099,1万+,,"自营,满1049-50",https://item.jd.com/10054071075315.html,(100+),0,0,98%
美的（Midea）10公斤全自动滚筒洗衣机变频大容量 巴氏除菌触摸屏 一级能效 MG100S31DG5-Y1YW,1649,1000+,,"自营,厂商配送",https://item.jd.com/100028515188.html,(800+),-1,-1,99%
美的（Midea）10公斤洗烘一体洗衣机滚筒全自动 母婴儿童内衣除螨除菌带烘干变频大容量京品以旧换新 【家电金榜认证】洗烘一体机,2499,5000+,,"自营,满2400-100",https://item.jd.com/10020856242402.html,(4700+),-9,-9,99%
美的（Midea）8公斤大容量全自动波轮洗衣机宿舍租房家用脱水甩干内桶专利免清洗MB80V33B,819,2000+,,"自营,厂商配送",https://item.jd.com/100020867623.html,(400+),-2,-2,98%
美的（Midea）波轮洗衣机全自动 10公斤 健康除螨 内桶免清洗 水电双宽 MB100KQ5,1549,2万+,,"京东物流,放心购,免邮,券500-20,",https://item.jd.com/10049968294889.html,(6800+),(40+),(40+),98%
美的（Midea）波轮洗衣机全自动 10公斤 银离子除菌 除螨洗 钢化玻璃面板 MB100VC157,1699,200+,,"京东物流,放心购,免邮,满1600-300",https://item.jd.com/10058190676440.html,(90+),-2,-2,97%
美的（Midea）波轮洗衣机全自动 10公斤kg大容量除螨洗甩干脱水宿舍租房京品家电可预约以旧换新 【随心洗系列】MB100KQ5,1299,5000+,,"自营,每满1290-250",https://item.jd.com/10049953443078.html,(1800+),-3,-3,99%
美的（Midea）波轮洗衣机全自动 10公斤kg家用大容量直驱变频电机健康除螨洗专属羊毛洗以旧换新 MB100V13DB,1599,1000+,,"自营,满1500-300",https://item.jd.com/10063208923546.html,(400+),-3,-3,98%
美的（Midea）波轮洗衣机全自动 5.5公斤 迷你洗衣机小型 家用租房宿舍专用 MB55V33E,699,2万+,,"京东物流,免邮,满600-30",https://item.jd.com/1806202855.html,(1万+),(100+),(100+),97%
美的（Midea）波轮洗衣机全自动 5.5公斤 迷你洗衣机小型 家用租房宿舍专用 MB55V33E,699,2万+,,,https://item.jd.com/1806202855.html,(1万+),(100+),(100+),97%
美的（Midea）波轮洗衣机全自动 55V35 5.5公斤 专利免清洗 品质电机 租房神器 迷你 随心洗系列 MB55V35E,669,50万+,,自营,https://item.jd.com/100017615343.html,(45万+),(2100+),(2100+),98%
美的（Midea）波轮洗衣机全自动 65V35 6.5公斤 专利免清洗 品质电机 租房神器 迷你 随心洗系列 MB65V35E,699,50万+,,自营,https://item.jd.com/100031598384.html,(45万+),(2100+),(2100+),98%
美的（Midea）波轮洗衣机全自动 8公斤 内桶免清洗 优质能效 小身材大容量 MB80V33B,899,5万+,,"京东物流,放心购,免邮,满800-80",https://item.jd.com/10022879373503.html,(1.8万+),(100+),(100+),97%
美的（Midea）波轮洗衣机全自动 8公斤 内桶免清洗 优质能效 小身材大容量 MB80V33B,899,5万+,,放心购,https://item.jd.com/10022879373503.html,(1.8万+),(100+),(100+),97%
美的（Midea）波轮洗衣机全自动 MB80ECO1 8公斤 专利免清洗 十年桶如新 立方内桶 随心洗系列 以旧换新,819,50万+,,"自营,券500-20",https://item.jd.com/100006500153.html,(27万+),(1700+),(1700+),98%
美的（Midea）波轮洗衣机全自动 MB80ECO1 8公斤 专利免清洗 十年桶如新 立方内桶 随心洗系列 以旧换新,819,50万+,,自营,https://item.jd.com/100006500153.html,(27万+),(1700+),(1700+),98%
美的（Midea）波轮洗衣机全自动 V13B 10公斤 健康除螨 专利免清洗 十年桶如新 随心洗系列 MB100V13B,1549,50万+,,"自营,券500-20,满1400-500,赠",https://item.jd.com/100037544124.html,(27万+),(1700+),(1700+),98%
美的（Midea）波轮洗衣机全自动 V13DB 10公斤 直驱变频电机 健康除螨 免清洗 随心洗系列 MB100V13DB,1599,50万+,,"自营,券500-20,满1500-300,赠",https://item.jd.com/100040353633.html,(27万+),(1700+),(1700+),98%
美的（Midea）波轮洗衣机全自动 大容量小型家用租房宿舍优选 安静节能深层净洗 【适用1-3人】8公斤全自动专利免清洗,799,96,,,https://item.jd.com/10067936339545.html,(10+),0,0,100%
美的（Midea）波轮洗衣机全自动 大容量小型家用租房宿舍优选 安静节能深层净洗 【适用3-5人】10公斤全自动升级直驱变频,1269,96,,,https://item.jd.com/10067936339547.html,(10+),0,0,100%
美的（Midea）波轮洗衣机全自动 快净系列 100V57 10公斤 银离子除菌 健康除螨 钢化玻璃门盖 MB100V57WAQCY,1599,50万+,,"自营,券500-20,满1500-200,赠",https://item.jd.com/100021630153.html,(27万+),(1700+),(1700+),98%
美的（Midea）波轮洗衣机全自动家用9公斤大容量宿舍出租房用 可单脱水健康免清洗MB90,849,2000+,,"自营,厂商配送",https://item.jd.com/100037294934.html,(800+),-2,-2,99%
美的（Midea）波轮洗衣机全自动小型 迷你家用6.5公斤kg水电双宽可预约以旧换新 MB65V33E,729,5000+,,"自营,每满720-30",https://item.jd.com/10051456902721.html,(1700+),(10+),(10+),98%
